biosample_id,strain,mlst,ribotype,npmA_presence,Composite_Tn,ICE_MGE_type,niche,host,host_disease,isolation_source,collection_year,collection_month,collection_day,continent,country,region,District,City,lab_contact,bioproject_id,run_id,study_id,contig_number,genome_length,N50,QC_assemblies,QC_reason
SAMEA1710787,078GUE001,11,,,,,Human,Human,,,2005,,,North America,Canada,Ontario,,,Wellcome Sanger Institute,PRJEB3012,,Knetsch2014,95,4064364,140761,pass,
SAMEA1710827,649,11,,npmA2,yes,ICE_v1,Livestock,Pig,,,2001,,,North America,United States,Iowa,,,Wellcome Sanger Institute,PRJEB3012,,Knetsch2014,64,3890026,140761,pass,
SAMN04458511,Symptomatic Infection 1295,11,,,,,Human,Human,Clostridium difficile infection,feces,2011,6,5,Europe,United Kingdom,,Oxfordshire,,"Department of Microbiology, Oxford University Hospitals NHS Trust",PRJNA304087,,Dingle2019,65,3860602,141844,pass,
SAMN04459334,Symptomatic Infection 2592,11,,,,,Human,Human,Clostridium difficile infection,feces,2011,6,25,Europe,United Kingdom,Leeds,,,Leeds Teaching Hospitals NHS Trust,PRJNA304087,,Dingle2019,63,3857974,140855,pass,
SAMN04459378,Symptomatic Infection 2636,11,,,,,Human,Human,Clostridium difficile infection,feces,2012,9,7,Europe,United Kingdom,Leeds,,,Leeds Teaching Hospitals NHS Trust,PRJNA304087,,Dingle2019,52,4040690,163616,pass,
SAMN04848497,DOH6/22,11,,,,,Human,Human,Clostridim difficile infection,clinical sample,2011,6,25,Europe,United Kingdom,Leeds,,,ModMedMicOxford,PRJNA317528,,Martin2018,63,3857974,140855,pass,
SAMN05209169,L32489,11,,,,,Human,Human,Clostridim difficile infection,clinical sample,2011,6,5,Europe,United Kingdom,,Oxfordshire,,ModMedMicOxford,PRJNA318370,,Stoesser2017,66,3860829,125575,pass,
SAMN07609972,2ff30790-a135-4e41-adbf-9601284a727d,11,,,,,Human,Human,Clostridium difficile colonisation / infection,clinical sample,2014,3,2,Europe,United Kingdom,,,,ModMedMicroOxford,PRJNA369188,,Eyre2017,108,3911747,77451,pass,
SAMEA1710594,078NET012,11,,,,,Human,Human,,not available,2009,,,Europe,Hungary,,,Szeged,,PRJEB3012,,Knetsch2014,60,3940605,147255,pass,
SAMEA1710335,S27,11,,,,,Livestock,Cow,,not available,2010,,,Europe,Belgium,,,,,PRJEB3012,,Knetsch2014,69,4121371,140829,pass,
SAMEA1710410,078NET040,11,,,,,Human,Human,,feces,2008,,,Europe,Netherlands,,,,,PRJEB3012,,Knetsch2014,68,3937880,147254,pass,
SAMEA5843194,,11,,,,,Human,Human,,stool sample,2013,,,Europe,Germany,,,,,PRJEB33779,ERR3465373,Frentrup2020,124,3903880,67283,pass,
SAMEA5555950,,11,,,,,Human,Human,,Human faeces,2015,10,2,Europe,Spain,,,,,PRJEB28391,ERR3278165,Garcia-fernandez2019,89,4299146,111509,pass,
SAMEA5846675,,11,,,,,Livestock,Pig,,rectal swab,2012,,,Europe,Germany,,,,,PRJEB33780,ERR3465636,Frentrup2020,93,4089064,111810,pass,
SAMEA5846648,,11,,,,,Livestock,Pig,,rectal swab,2012,,,Europe,Germany,,,,,PRJEB33780,ERR3465660,Frentrup2020,84,4065282,125338,pass,
SAMEA5846605,,11,,,,,Livestock,Pig,,rectal swab,2012,,,Europe,Germany,,,,,PRJEB33780,ERR3465724,Frentrup2020,94,4060462,108771,pass,
SAMEA5849304,CD-16-00073,11,126,,,,Human,Human,,stool sample,,,,Europe,Germany,,,,,PRJEB33866,ERR3473911,Frentrup2021,101,3997940,81148,pass,
SAMN06675517,ST11,11,,,,,Human,Human,,Faecal,2014,4,24,Europe,United Kingdom,Scotland,,,Reference Lab,PRJNA381384,SRR5410514,Dingle2019,49,4077133,164543,pass,
SAMN06675513,ST11,11,,,,,Human,Human,,Faecal,2014,4,24,Europe,United Kingdom,Scotland,,,Reference Lab,PRJNA381384,SRR5410518,Dingle2019,48,4027698,188007,pass,
SAMN20110081,2021EL-00454,11,,,,,Human,Human,,stool,2015,,,North America,United States,,,,,PRJNA629351,,Gargis2023,106,4064304,72698,pass,
SAMN22636055,192636823,11,,npmA2,yes,ICE_v2,Human,Human,,,2019,7,25,Asia,China,,,,,PRJNA686004,,Wen2022,46,4005033,165500,pass,
SAMN31426486,2022EL-00924,11,,,,,Human,Human,,stool,2020,,,North America,United States,,,,,PRJNA629351,,Gargis2023,45,3911735,163738,pass,
SAMN25516562,RT78,11,,,,,Human,Human,,Human infection,,,,Europe,United Kingdom,,,,ModMedMicOxford,PRJNA762697,SRR17631073,Moore2022,42,4143410,210659,pass,
SAMN25516585,RT78,11,,,,,Human,Human,,Human infection,,,,Europe,United Kingdom,,,,ModMedMicOxford,PRJNA762697,SRR17631096,Moore2022,49,4035177,163239,pass,
SAMN37224198,CF200,11,,npmA2,yes,ICE_v3,Environment,Environment,,environmental sample,2021,,,Europe,Germany,,,,"Claudia Gallert, University of Applied Science Emden/Leer",PRJNA1011814,,Blau2023,4,4075860,3747232,pass,
SAMN37224161,DS162,11,,,,,Environment,Environment,,environmental sample,2022,,,Europe,Germany,,,,"Claudia Gallert, University of Applied Science Emden/Leer",PRJNA1011814,,Blau2023,3,3991223,3931262,pass,
SAMN37224131,CF97,11,,npmA2,yes,ICE_v3,Environment,Environment,,environmental sample,2021,,,Europe,Germany,,,,"Claudia Gallert, University of Applied Science Emden/Leer",PRJNA1011814,,Blau2023,4,4091827,2270211,pass,
SAMN37224109,CF99,11,,npmA2,yes,ICE_v3,Environment,Environment,,environmental sample,2021,,,Europe,Germany,,,,"Claudia Gallert, University of Applied Science Emden/Leer",PRJNA1011814,,Blau2023,4,4083590,4018753,pass,
SAMN37224108,CF95,11,,npmA2,yes,ICE_v3,Environment,Environment,,environmental sample,2021,,,Europe,Germany,,,,"Claudia Gallert, University of Applied Science Emden/Leer",PRJNA1011814,,Blau2023,3,4053907,4031448,pass,
SAMN37224103,CF87,11,,npmA2,yes,ICE_v3,Environment,Environment,,environmental sample,2021,,,Europe,Germany,,,,"Claudia Gallert, University of Applied Science Emden/Leer",PRJNA1011814,,Blau2023,3,4078612,3236401,pass,
SAMN37224101,CF85,11,,npmA2,yes,ICE_v3,Environment,Environment,,environmental sample,2021,,,Europe,Germany,,,,"Claudia Gallert, University of Applied Science Emden/Leer",PRJNA1011814,,Blau2023,5,4084188,4011181,pass,
SAMN37224100,CF84,11,,npmA2,yes,ICE_v3,Environment,Environment,,environmental sample,2021,,,Europe,Germany,,,,"Claudia Gallert, University of Applied Science Emden/Leer",PRJNA1011814,,Blau2023,2,4073728,3841893,pass,
SAMN37224098,CF82,11,,npmA2,yes,ICE_v3,Environment,Environment,,environmental sample,2021,,,Europe,Germany,,,,"Claudia Gallert, University of Applied Science Emden/Leer",PRJNA1011814,,Blau2023,6,4106062,4016009,pass,
SAMEA1571259,C00002870,11,,,,,Human,Human,,,2010,9,5,Europe,United Kingdom,,,,"University of Oxford, Oxford, UK",PRJEB3093,,Didelot2012,125,3962441,63154,pass,
SAMEA1710582,NET012-sc-2012-12-18T14:47:18Z-1528832,11,,,,,Livestock,Pig,Carriage,,2011,,,Europe,Netherlands,,,,Wellcome Sanger Institute,PRJEB3012,,Knetsch2014,62,3961663,142135,pass,
SAMEA1710700,NET011-sc-2012-12-18T14:47:17Z-1528831,11,,,,,Human,Human,Carriage,,2011,,,Europe,Netherlands,,,,Wellcome Sanger Institute,PRJEB3012,,Knetsch2014,61,4036063,140805,pass,
SAMEA1710784,078_LVP_022-sc-2012-05-10T19:53:21Z-1415636,11,,,,,Human,Human,not available,,2011,,,Europe,United Kingdom,,,,Wellcome Sanger Institute,PRJEB3012,,Knetsch2014,58,3934582,140781,pass,
SAMEA2240604,C00007721,11,,,,,Human,Human,,,,,,Europe,United Kingdom,,,,"University of Oxford, Oxford, UK",PRJEB4640,,Eyre2013,56,3964491,141487,pass,
SAMEA2240626,C00007745,11,,,,,Human,Human,,,,,,Europe,United Kingdom,,,,"University of Oxford, Oxford, UK",PRJEB4640,,Eyre2013,57,3976707,134348,pass,
SAMEA2240715,C00007757,11,,,,,Human,Human,,,,,,Europe,United Kingdom,,,,"University of Oxford, Oxford, UK",PRJEB4640,,Eyre2013,54,3976673,142459,pass,
SAMEA2240751,C00008476,11,,,,,Human,Human,,,,,,Europe,United Kingdom,,,,"University of Oxford, Oxford, UK",PRJEB4640,,Eyre2013,54,3980403,142021,pass,
SAMEA3108522,NHCD0022-sc-2164193,11,,,,,Human,Human,,,,,,Europe,Netherlands,,,,Wellcome Sanger Institute,PRJEB25045,,Crobach2023,62,3900379,142441,pass,
SAMEA5086542,C002,11,,,,,Human,Human,,,2011,5,1,Oceania,Australia,,,,,PRJEB22563,,Knight2019,69,4006397,134081,pass,
SAMEA5086665,C127,11,,,,,Human,Human,,,2011,12,1,Oceania,Australia,,,,1,PRJEB33779,,Frentrup2020,64,3946383,125602,pass,
SAMEA5843029,CD-16-00185,11,,,,,Human,Human,,,2016,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33779,,Frentrup2020,70,4097570,119854,pass,
SAMEA5843042,CD-16-00166,11,,,,,Human,Human,,,2015,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33779,,Frentrup2020,52,3998212,141173,pass,
SAMEA5843162,CD-15-00730,11,,,,,Human,Human,,,2014,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,112,4143964,81420,pass,
SAMEA5846546,CD-18-00560,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,69,4038513,125726,pass,
SAMEA5846594,CD-18-00482,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,70,3990114,106703,pass,
SAMEA5846602,CD-18-00474,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,70,3987173,118807,pass,
SAMEA5846620,CD-18-00456,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,69,3931653,141127,pass,
SAMEA5846622,CD-18-00454,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,64,3930541,112129,pass,
SAMEA5846623,CD-18-00453,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,62,3934944,133974,pass,
SAMEA5846624,CD-18-00452,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,59,3938209,140873,pass,
SAMEA5846628,CD-18-00448,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,63,3935122,141424,pass,
SAMEA5846630,CD-18-00446,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,65,3990620,133978,pass,
SAMEA5846632,CD-18-00444,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,68,3996886,120063,pass,
SAMEA5846634,CD-18-00442,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,59,3997334,138658,pass,
SAMEA5846637,CD-18-00439,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,65,3994979,112232,pass,
SAMEA5846638,CD-18-00438,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,73,3995326,112089,pass,
SAMEA5846639,CD-18-00437,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,61,3989663,135715,pass,
SAMEA5846640,CD-18-00436,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,55,3989555,140869,pass,
SAMEA5846641,CD-18-00435,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,60,3988975,133744,pass,
SAMEA5846644,CD-18-00432,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,68,3988900,128368,pass,
SAMEA5846645,CD-18-00431,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,52,3989574,147828,pass,
SAMEA5846647,CD-18-00429,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,63,3998013,138672,pass,
SAMEA5846649,CD-18-00427,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,58,3998074,134061,pass,
SAMEA5846650,CD-18-00426,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,58,3988438,134141,pass,
SAMEA5846670,CD-18-00367,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,61,4039384,134570,pass,
SAMEA5846678,CD-18-00359,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,61,3933669,135749,pass,
SAMEA5846679,CD-18-00358,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,66,3935700,136509,pass,
SAMEA5846680,CD-18-00357,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,61,3931455,140985,pass,
SAMEA5846683,CD-18-00354,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,60,3933226,135693,pass,
SAMEA5846712,CD-18-00322,11,,,,,Livestock,Pig,,,2012,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33780,,Frentrup2020,74,4039673,134145,pass,
SAMEA5849409,08-00454,11,,,,,Human,Human,,,2008,,,Europe,Germany,,,,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures, Germany",PRJEB33868,,Frentrup2021,55,3918230,147345,pass,
SAMEA8389077,303136-18,11,,,,,Human,Human,,,2018,6,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43401,,Seth-Smith2021,47,3951448,163571,pass,
SAMN04458506,Symptomatic Infection 1275,11,,,,,Human,Human,Clostridium difficile infection,Faeces,2010,5,9,Europe,United Kingdom,,Oxfordshire,,"Department of Microbiology, Oxford University Hospitals NHS Trust",PRJNA304087,,Dingle2019,60,3957846,140805,pass,
SAMN04459375,Symptomatic Infection 2633,11,,,,,Human,Human,Clostridium difficile infection,Faeces,2012,7,22,Europe,United Kingdom,,,Leeds,Leeds Teaching Hospitals NHS Trust,PRJNA304087,,Dingle2019,104,4176480,125608,pass,
SAMN06675472,ST11,11,,,,,Human,Human,Clostridia,,2014,4,24,Europe,United Kingdom,Scotland,,,Reference Lab,PRJNA381384,,Dingle2019,44,3967225,188623,pass,
SAMN06675508,ST11,11,,,,,Human,Human,Clostridia,,2014,4,24,Europe,United Kingdom,Scotland,,,Reference Lab,PRJNA381384,,Dingle2019,43,3986347,164253,pass,
SAMN06675511,ST11,11,,,,,Human,Human,Clostridia,,2014,4,24,Europe,United Kingdom,Scotland,,,Reference Lab,PRJNA381384,,Dingle2019,38,3988255,189070,pass,
SAMN06675524,ST11,11,,,,,Human,Human,Clostridia,,2014,4,24,Europe,United Kingdom,Scotland,,,Reference Lab,PRJNA381384,,Dingle2019,44,3987518,164249,pass,
SAMN13566205,not applicable,11,,,,,Human,Human,Clostridium difficile infection,,,,,North America,United States,New York,,,not applicable,PRJNA595724,,Miles-Jay2021,58,3938090,139759,pass,
SAMN13738873,D17-MD174,11,,,,,Environment,Livestock manure,,,2017,,,Europe,France,,,,ANSES,PRJNA599117,,Maréchal2020,64,3994044,125626,pass,
SAMN13738874,D17-MD178,11,,,,,Environment,Livestock manure,,,2017,,,Europe,France,,,,ANSES,PRJNA599117,,Maréchal2020,62,3993649,125547,pass,
SAMN17377975,NA,11,,,,,Human,Human,Clostridioides difficile infection,,2014,4,28,Europe,Ireland,,,,ModMedMicOxford,PRJNA692997,,Moloney2021,52,3871452,140881,pass,
SAMN22224107,2021EL-01237,11,,,,,Human,Human,,,2019,,,North America,United States,,,,,PRJNA629351,,Gargis2023,115,3839484,68015,pass,
SAMN25517024,RT78,11,,,,,Human,Human,,,,,,Europe,United Kingdom,,,,ModMedMicOxford,PRJNA762697,,Moore2022,40,3954017,229708,pass,
SAMN29256741,NA,11,,,,,Human,Human,Clostridioides difficile infection,,2010,8,22,Europe,United Kingdom,,,,ModMedMicOxford,PRJNA318370,,Stoesser2017,53,3950752,134039,pass,
SAMN31426459,2022EL-00897,11,,,,,Human,Human,,,2020,,,North America,United States,,,,,PRJNA629351,,Gargis2023,62,4042058,140808,pass,
SAMN35685281,2023EL-00516,11,,,,,Human,Human,,,2021,,,North America,United States,,,,,PRJNA629351,,Gargis2023,41,3838635,164619,pass,
SAMN37183769,2023EL-00853,11,,,,,Human,Human,,,2021,,,North America,United States,,,,,PRJNA629351,,Gargis2023,56,4053367,141022,pass,
